"","custody_status","marital_status","screening_date","rec_supervision_level","rec_supervision_level_text","score_text","raw_score","decile_score","person_id"
"2037","Jail Inmate","Single",0.93312,3,"Medium with Override Consideration","Low",-2.34,3,1915
"2038","Pretrial Defendant","Single",0.93473,1,"Low","Low",-2.74,2,1916
"2039","Pretrial Defendant","Divorced",0.93818,1,"Low","Low",-2.74,2,1917
"2040","Jail Inmate","Single",0.94848,1,"Low","Low",-3.59,1,1918
"2041","Jail Inmate","Single",0.93875,1,"Low","Low",-2.77,2,1919
"2042","Jail Inmate","Single",0.94506,3,"Medium with Override Consideration","Medium",-1.27,7,1920
"2043","Pretrial Defendant","Single",0.93214,2,"Medium","Low",-3.05,1,1921
"2044","Pretrial Defendant","Single",0.94279,1,"Low","Low",-3.32,1,1921
"2045","Jail Inmate","Single",0.94416,1,"Low","Low",-2.68,2,1922
"2046","Jail Inmate","Single",0.94063,2,"Medium","Medium",-1.87,5,1923
"2047","Jail Inmate","Single",0.94162,3,"Medium with Override Consideration","Medium",-1.42,7,1923
"2048","Jail Inmate","Single",0.94531,4,"High","High",-0.34,10,1924
"2049","Jail Inmate","Married",0.93031,1,"Low","Low",-3.61,1,1925
"2050","Pretrial Defendant","Married",0.93514,1,"Low","Low",-2.88,2,1926
"2051","Jail Inmate","Single",0.9373,1,"Low","Low",-2.1,4,1927
"2052","Jail Inmate","Married",0.9429,1,"Low","Low",-2.24,3,1927
"2053","Pretrial Defendant","Single",0.93733,4,"High","High",-1.2,8,1928
"2054","Jail Inmate","Single",0.94949,1,"Low","Medium",-1.84,5,1929
"2055","Jail Inmate","Single",0.93307,1,"Low","Low",-3.74,1,1930
"2056","Jail Inmate","Single",0.94115,1,"Low","Low",-3.49,1,1931
"2057","Jail Inmate","Married",0.94072,1,"Low","Low",-3.45,1,1932
"2058","Jail Inmate","Separated",0.94509,1,"Low","Low",-2.04,4,1933
"2059","Jail Inmate","Single",0.94902,1,"Low","Low",-4.04,1,1934
"2060","Jail Inmate","Single",0.94749,1,"Low","Low",-3.25,1,1935
"2061","Jail Inmate","Single",0.94367,2,"Medium","Low",-2.23,4,1936
"2062","Jail Inmate","Married",0.9467,1,"Low","Low",-3.58,1,1937
"2063","Pretrial Defendant","Single",0.93285,1,"Low","Low",-2.65,2,1938
"2064","Pretrial Defendant","Single",0.94779,1,"Low","Medium",-1.96,5,1939
"2065","Jail Inmate","Single",0.94055,1,"Low","Low",-2.79,2,1940
"2066","Jail Inmate","Single",0.93613,1,"Low","Low",-2.75,2,1941
"2067","Jail Inmate","Single",0.93135,1,"Low","Low",-2.74,2,1942
"2068","Jail Inmate","Single",0.93411,1,"Low","Low",-2.17,4,1943
"2069","Pretrial Defendant","Separated",0.94744,3,"Medium with Override Consideration","Medium",-1.81,5,1944
"2070","Jail Inmate","Separated",0.93618,1,"Low","Low",-2.5,3,1945
"2071","Jail Inmate","Single",0.94864,1,"Low","Low",-3.95,1,1946
"2072","Jail Inmate","Divorced",0.94962,1,"Low","Low",-2.85,2,1947
"2073","Pretrial Defendant","Single",0.93113,1,"Low","Low",-3.66,1,1948
"2074","Jail Inmate","Single",0.93252,1,"Low","Low",-2.24,3,1949
"2075","Pretrial Defendant","Single",0.94279,2,"Medium","Low",-3.03,1,1950
"2076","Pretrial Defendant","Single",0.94247,1,"Low","Medium",-1.92,5,1951
"2077","Pretrial Defendant","Single",0.93941,2,"Medium","Medium",-1.5,6,1952
"2078","Jail Inmate","Separated",0.94602,1,"Low","Low",-2.47,3,1953
"2079","Jail Inmate","Married",0.93839,1,"Low","Low",-3.16,1,1954
"2080","Pretrial Defendant","Single",0.93361,1,"Low","Low",-3.84,1,1955
"2081","Jail Inmate","Single",0.94782,1,"Low","Low",-2.49,3,1956
"2082","Jail Inmate","Married",0.93372,1,"Low","Low",-2.8,2,1957
"2083","Jail Inmate","Single",0.94471,4,"High","High",-0.94,9,1958
"2084","Jail Inmate","Single",0.94746,4,"High","High",-0.94,9,1958
"2085","Jail Inmate","Single",0.93976,4,"High","High",-0.59,10,1959
"2086","Residential Program","Single",0.93364,1,"Low","Low",-2.38,3,1960
"2087","Jail Inmate","Single",0.93249,3,"Medium with Override Consideration","Low",-2.09,4,1961
"2088","Jail Inmate","Single",0.93247,2,"Medium","Medium",-1.57,6,1962
"2089","Jail Inmate","Married",0.94307,1,"Low","Low",-4.63,1,1963
"2090","Jail Inmate","Single",0.9379,4,"High","High",-0.16,10,1964
"2091","Jail Inmate","Single",0.94812,3,"Medium with Override Consideration","Medium",-1.7,6,1965
"2092","Jail Inmate","Single",0.937,1,"Low","Medium",-1.74,5,1966
"2093","Jail Inmate","Single",0.93195,1,"Low","Low",-3.13,1,1967
"2094","Jail Inmate","Single",0.93331,1,"Low","Low",-3.08,1,1967
"2095","Jail Inmate","Significant Other",0.93167,1,"Low","Low",-2.7,2,1968
"2096","Pretrial Defendant","Separated",0.94949,1,"Low","Low",-2.68,2,1969
"2097","Jail Inmate","Single",0.94356,1,"Low","Low",-3.41,1,1970
"2098","Jail Inmate","Single",0.93722,1,"Low","Low",-2.7,2,1971
"2099","Jail Inmate","Married",0.937,1,"Low","Low",-2.63,2,1972
"2100","Jail Inmate","Married",0.94361,1,"Low","Low",-4.09,1,1973
"2101","Jail Inmate","Married",0.93706,1,"Low","Low",-2.94,2,1974
"2102","Jail Inmate","Married",0.93935,1,"Low","Low",-3.42,1,1975
"2103","Jail Inmate","Single",0.94738,1,"Low","Low",-2.09,4,1976
"2104","Jail Inmate","Single",0.94085,1,"Low","Low",-3.61,1,1977
"2105","Jail Inmate","Single",0.94476,1,"Low","Low",-3.88,1,1978
"2106","Jail Inmate","Married",0.95001,1,"Low","Low",-2.4,3,1979
"2107","Pretrial Defendant","Married",0.93785,1,"Low","Low",-2.18,4,1980
"2108","Jail Inmate","Single",0.93238,2,"Medium","Medium",-1.97,5,1981
"2109","Jail Inmate","Married",0.93998,1,"Low","Low",-3.82,1,1982
"2110","Jail Inmate","Single",0.93982,1,"Low","Low",-3.51,1,1983
"2111","Jail Inmate","Single",0.94654,3,"Medium with Override Consideration","Medium",-1.44,7,1984
"2112","Pretrial Defendant","Divorced",0.9355,1,"Low","Low",-3.73,1,1985
"2113","Jail Inmate","Single",0.9443,2,"Medium","Low",-2.67,2,1986
"2114","Jail Inmate","Single",0.93129,1,"Low","Low",-3.28,1,1987
"2115","Jail Inmate","Married",0.94733,1,"Low","Low",-2.78,2,1988
"2116","Jail Inmate","Significant Other",0.9497,1,"Low","Low",-3.01,1,1989
"2117","Jail Inmate","Significant Other",0.95009,1,"Low","Low",-3.01,1,1989
"2118","Jail Inmate","Single",0.94599,1,"Low","Low",-3.69,1,1990
"2119","Pretrial Defendant","Unknown",0.94593,3,"Medium with Override Consideration","Medium",-1.67,6,1991
"2120","Jail Inmate","Single",0.94427,1,"Low","Low",-2.97,1,1992
"2121","Pretrial Defendant","Single",0.93274,2,"Medium","Low",-2.35,3,1993
"2122","Jail Inmate","Single",0.94446,3,"Medium with Override Consideration","Medium",-1.32,7,1994
"2123","Jail Inmate","Single",0.93233,1,"Low","Low",-3.14,1,1995
"2124","Jail Inmate","Single",0.94828,1,"Low","Low",-2.55,3,1996
"2125","Pretrial Defendant","Single",0.94856,2,"Medium","Medium",-1.27,7,1997
"2126","Pretrial Defendant","Single",0.94468,1,"Low","Low",-4.28,1,1998
"2127","Jail Inmate","Divorced",0.93187,1,"Low","Low",-3.75,1,1999
"2128","Jail Inmate","Single",0.94725,2,"Medium","Medium",-1.69,6,2000
"2129","Jail Inmate","Single",0.94279,1,"Low","Low",-2.44,3,2001
"2130","Pretrial Defendant","Single",0.93187,1,"Low","Low",-3.37,1,2002
"2131","Jail Inmate","Single",0.93402,2,"Medium","Medium",-1.62,6,2003
"2132","Jail Inmate","Separated",0.94391,2,"Medium","Medium",-1.73,6,2004
"2133","Jail Inmate","Single",0.93337,4,"High","High",-1.13,8,2005
"2134","Jail Inmate","Single",0.93779,3,"Medium with Override Consideration","Medium",-1.35,7,2005
"2135","Pretrial Defendant","Single",0.94479,3,"Medium with Override Consideration","Medium",-1.47,7,2005
"2136","Jail Inmate","Single",0.93318,4,"High","High",-0.8,9,2006
"2137","Jail Inmate","Single",0.93211,2,"Medium","Medium",-1.88,5,2007
"2138","Pretrial Defendant","Single",0.94878,1,"Low","Low",-3.32,1,2008
"2139","Jail Inmate","Single",0.93102,1,"Low","Low",-2.56,2,2009
"2140","Jail Inmate","Single",0.94143,1,"Low","Low",-2.31,3,2010
"2141","Jail Inmate","Single",0.94897,1,"Low","Low",-2.54,3,2011
"2142","Jail Inmate","Single",0.94257,4,"High","High",-1.2,8,2012
"2143","Jail Inmate","Single",0.94288,4,"High","High",-1.2,8,2012
"2144","Jail Inmate","Single",0.94733,1,"Low","Low",-2.17,4,2013
"2145","Pretrial Defendant","Single",0.93747,1,"Low","Low",-3.02,1,2014
"2146","Pretrial Defendant","Single",0.944,1,"Low","Low",-3.84,1,2015
"2147","Jail Inmate","Single",0.94386,1,"Low","Low",-2.37,3,2016
"2148","Jail Inmate","Single",0.94285,1,"Low","Low",-2.5,3,2017
"2149","Pretrial Defendant","Single",0.9308,4,"High","High",0.11,10,2018
"2150","Pretrial Defendant","Single",0.93208,4,"High","High",-0.59,10,2019
"2151","Jail Inmate","Single",0.93842,2,"Medium","Medium",-1.43,7,2020
"2152","Jail Inmate","Single",0.93842,2,"Medium","Medium",-1.41,7,2020
"2153","Jail Inmate","Married",0.94206,1,"Low","Low",-3.54,1,2021
"2154","Jail Inmate","Single",0.94514,1,"Low","Low",-3.6,1,2022
"2155","Jail Inmate","Single",0.93236,2,"Medium","Medium",-1.57,6,2023
"2156","Jail Inmate","Single",0.93626,1,"Low","Low",-2.7,2,2024
"2157","Pretrial Defendant","Single",0.94094,1,"Low","Medium",-1.92,5,2025
"2158","Jail Inmate","Single",0.94039,1,"Low","Low",-2.74,2,2026
"2159","Jail Inmate","Single",0.94662,1,"Low","Low",-2.59,2,2026
"2160","Jail Inmate","Single",0.9361,2,"Medium","Low",-2.52,3,2027
"2161","Jail Inmate","Single",0.9491,1,"Low","Low",-3.21,1,2028
"2162","Jail Inmate","Married",0.93309,1,"Low","Low",-3.37,1,2029
"2163","Jail Inmate","Single",0.94774,1,"Low","Low",-2.36,3,2030
"2164","Jail Inmate","Single",0.94353,4,"High","High",-0.81,9,2031
"2165","Jail Inmate","Single",0.93058,3,"Medium with Override Consideration","High",-1.2,8,2032
"2166","Pretrial Defendant","Divorced",0.93913,1,"Low","Low",-4,1,2033
"2167","Jail Inmate","Single",0.93629,1,"Low","Low",-3.08,1,2034
"2168","Jail Inmate","Single",0.93736,1,"Low","Low",-2.26,3,2035
"2169","Jail Inmate","Single",0.94378,4,"High","High",0.46,10,2036
"2170","Jail Inmate","Single",0.93654,1,"Low","Low",-2.39,3,2037
"2171","Jail Inmate","Single",0.93197,1,"Low","Low",-2.75,2,2038
"2172","Jail Inmate","Single",0.94973,2,"Medium","Medium",-1.84,5,2039
"2173","Pretrial Defendant","Single",0.93421,1,"Low","Low",-3.22,1,2040
"2174","Jail Inmate","Significant Other",0.94968,1,"Low","Low",-2.94,2,2041
"2175","Jail Inmate","Single",0.93941,1,"Low","Low",-3.82,1,2042
"2176","Jail Inmate","Married",0.94487,1,"Low","Low",-3.91,1,2043
"2177","Jail Inmate","Divorced",0.93206,1,"Low","Low",-2.55,3,2044
"2178","Pretrial Defendant","Single",0.93845,1,"Low","Low",-2.12,4,2045
"2179","Jail Inmate","Single",0.93629,1,"Low","Low",-2.66,2,2046
"2180","Jail Inmate","Single",0.93856,1,"Low","Low",-2.22,4,2047
"2181","Jail Inmate","Single",0.93856,1,"Low","Low",-2.02,4,2047
"2182","Jail Inmate","Single",0.94542,1,"Low","Low",-2.31,3,2047
"2183","Jail Inmate","Married",0.94968,1,"Low","Low",-2.24,3,2047
"2184","Jail Inmate","Single",0.93921,4,"High","High",-0.73,9,2048
"2185","Jail Inmate","Single",0.93908,1,"Low","Low",-2.73,2,2049
"2186","Jail Inmate","Single",0.94304,1,"Low","Low",-2.32,3,2050
"2187","Jail Inmate","Single",0.93137,2,"Medium","Low",-2.05,4,2051
"2188","Pretrial Defendant","Married",0.93883,1,"Low","Low",-3.49,1,2052
"2189","Jail Inmate","Single",0.9337,2,"Medium","Medium",-1.72,6,2053
"2190","Jail Inmate","Significant Other",0.94165,1,"Low","Low",-2.17,4,2054
"2191","Jail Inmate","Single",0.93979,4,"High","High",-0.81,9,2055
"2192","Jail Inmate","Single",0.93066,1,"Low","Low",-2.2,4,2056
"2193","Pretrial Defendant","Single",0.93457,1,"Low","Low",-2.2,4,2056
"2194","Jail Inmate","Single",0.93214,3,"Medium with Override Consideration","Medium",-1.35,7,2057
"2195","Jail Inmate","Single",0.94823,2,"Medium","Medium",-1.56,6,2058
"2196","Jail Inmate","Single",0.94834,4,"High","High",-0.58,10,2058
"2197","Jail Inmate","Single",0.93706,1,"Low","Low",-3.26,1,2059
"2198","Jail Inmate","Single",0.93023,1,"Low","Low",-2.58,2,2060
"2199","Jail Inmate","Single",0.93719,1,"Low","Low",-2.65,2,2061
"2200","Jail Inmate","Single",0.94053,1,"Low","Low",-2.65,2,2061
"2201","Jail Inmate","Married",0.93222,1,"Low","Low",-3.6,1,2062
"2202","Pretrial Defendant","Single",0.93695,4,"High","High",-1.12,8,2063
"2203","Jail Inmate","Single",0.93905,2,"Medium","Low",-2.97,1,2064
"2204","Jail Inmate","Single",0.93146,1,"Low","Low",-2.89,2,2065
"2205","Pretrial Defendant","Single",0.93312,1,"Low","Low",-2.76,2,2066
"2206","Jail Inmate","Single",0.94309,4,"High","High",-0.76,9,2067
"2207","Jail Inmate","Single",0.94375,1,"Low","Low",-2.18,4,2068
"2208","Jail Inmate","Single",0.93096,1,"Low","Medium",-1.79,5,2069
"2209","Jail Inmate","Single",0.93072,3,"Medium with Override Consideration","Medium",-1.78,5,2070
"2210","Jail Inmate","Single",0.93238,3,"Medium with Override Consideration","Medium",-1.88,5,2071
"2211","Jail Inmate","Single",0.9334,1,"Low","Low",-3.95,1,2072
"2212","Jail Inmate","Single",0.94607,1,"Low","Low",-3.42,1,2073
"2213","Jail Inmate","Married",0.94189,1,"Low","Low",-4.42,1,2074
"2214","Jail Inmate","Single",0.93397,2,"Medium","Low",-1.98,4,2075
"2215","Jail Inmate","Single",0.93233,3,"Medium with Override Consideration","Medium",-1.41,7,2076
"2216","Jail Inmate","Single",0.93217,2,"Medium","Low",-2.31,3,2077
"2217","Jail Inmate","Married",0.94503,1,"Low","Low",-2.67,2,2078
"2218","Jail Inmate","Married",0.94503,1,"Low","Low",-2.48,3,2078
"2219","Jail Inmate","Married",0.94003,1,"Low","Low",-2.94,2,2079
"2220","Jail Inmate","Single",0.9464,1,"Low","Low",-2.24,3,2080
"2221","Jail Inmate","Single",0.94889,3,"Medium with Override Consideration","Medium",-1.46,7,2081
"2222","Jail Inmate","Single",0.94654,1,"Low","Low",-2.28,3,2082
"2223","Pretrial Defendant","Single",0.93886,4,"High","High",-0.86,9,2083
"2224","Pretrial Defendant","Single",0.93886,4,"High","High",-0.86,9,2083
"2225","Jail Inmate","Single",0.94178,4,"High","High",-1.2,8,2084
"2226","Pretrial Defendant","Significant Other",0.94315,1,"Low","Low",-2.85,2,2085
"2227","Pretrial Defendant","Married",0.9443,1,"Low","Low",-3.54,1,2086
"2228","Jail Inmate","Single",0.93962,2,"Medium","Medium",-1.48,7,2087
"2229","Jail Inmate","Single",0.94156,3,"Medium with Override Consideration","Medium",-1.32,7,2087
"2230","Jail Inmate","Single",0.93659,3,"Medium with Override Consideration","Low",-2.1,4,2088
"2231","Jail Inmate","Single",0.93069,1,"Low","Low",-2.83,2,2089
"2232","Jail Inmate","Single",0.94137,1,"Low","Medium",-1.94,5,2090
"2233","Jail Inmate","Divorced",0.93768,4,"High","High",-0.77,9,2091
"2234","Jail Inmate","Divorced",0.94757,1,"Low","Low",-2.6,2,2092
"2235","Pretrial Defendant","Single",0.93588,1,"Low","Low",-3.09,1,2093
"2236","Jail Inmate","Single",0.93099,1,"Low","Low",-2.82,2,2094
"2237","Jail Inmate","Single",0.93356,1,"Low","Low",-3.84,1,2095
"2238","Pretrial Defendant","Single",0.94823,2,"Medium","Low",-3.56,1,2096
"2239","Jail Inmate","Married",0.94872,1,"Low","Low",-2.84,2,2097
"2240","Jail Inmate","Married",0.9329,1,"Low","Low",-3.91,1,2098
"2241","Pretrial Defendant","Significant Other",0.9311,1,"Low","Low",-3.05,1,2099
"2242","Jail Inmate","Divorced",0.9334,1,"Low","Low",-3.34,1,2100
"2243","Pretrial Defendant","Divorced",0.94987,1,"Low","Low",-2.91,2,2101
"2244","Jail Inmate","Single",0.93798,1,"Low","Low",-2.71,2,2102
"2245","Jail Inmate","Single",0.93725,1,"Low","Medium",-1.95,5,2103
"2246","Jail Inmate","Single",0.94716,1,"Low","Low",-1.98,4,2103
"2247","Pretrial Defendant","Single",0.94151,1,"Low","Low",-3.39,1,2104
"2248","Pretrial Defendant","Significant Other",0.93137,1,"Low","Low",-3.81,1,2105
"2249","Jail Inmate","Single",0.94741,1,"Low","Low",-3.11,1,2106
"2250","Jail Inmate","Single",0.93214,2,"Medium","Medium",-1.74,5,2107
"2251","Pretrial Defendant","Single",0.94746,2,"Medium","Medium",-1.94,5,2107
"2252","Jail Inmate","Single",0.93834,2,"Medium","Medium",-1.5,6,2108
"2253","Jail Inmate","Single",0.9302,1,"Low","Low",-1.98,4,2109
"2254","Jail Inmate","Single",0.93758,4,"High","High",-0.55,10,2110
"2255","Jail Inmate","Single",0.93249,1,"Low","Low",-2.55,3,2111
"2256","Jail Inmate","Married",0.94391,1,"Low","Low",-4.17,1,2112
"2257","Jail Inmate","Single",0.94268,3,"Medium with Override Consideration","Medium",-1.28,7,2113
"2258","Jail Inmate","Single",0.93359,4,"High","High",-0.91,9,2114
"2259","Jail Inmate","Single",0.9388,1,"Low","Low",-3.29,1,2115
"2260","Jail Inmate","Single",0.93654,1,"Low","Low",-2.28,3,2116
"2261","Pretrial Defendant","Single",0.94894,3,"Medium with Override Consideration","Low",-2.25,3,2117
"2262","Jail Inmate","Separated",0.94733,1,"Low","Low",-3.39,1,2118
"2263","Jail Inmate","Single",0.94484,1,"Low","Low",-2.87,2,2119
"2264","Jail Inmate","Divorced",0.94241,1,"Low","Low",-4.21,1,2120
"2265","Jail Inmate","Single",0.93867,1,"Low","Low",-2.42,3,2121
"2266","Jail Inmate","Single",0.94883,3,"Medium with Override Consideration","Medium",-1.74,5,2122
"2267","Jail Inmate","Single",0.93244,2,"Medium","Medium",-1.96,5,2123
"2268","Jail Inmate","Single",0.94266,1,"Low","Low",-3.58,1,2124
"2269","Jail Inmate","Single",0.942,1,"Low","Low",-2.89,2,2125
"2270","Jail Inmate","Single",0.94315,3,"Medium with Override Consideration","Medium",-1.82,5,2126
"2271","Jail Inmate","Single",0.93818,2,"Medium","Low",-2.42,3,2127
"2272","Pretrial Defendant","Single",0.94736,1,"Low","Low",-2.37,3,2128
"2273","Pretrial Defendant","Single",0.94738,2,"Medium","Low",-2.01,4,2128
"2274","Jail Inmate","Single",0.93886,2,"Medium","Medium",-1.41,7,2129
"2275","Jail Inmate","Married",0.93075,1,"Low","Low",-3.35,1,2130
"2276","Jail Inmate","Single",0.93173,3,"Medium with Override Consideration","Low",-2.73,2,2131
"2277","Jail Inmate","Married",0.94042,1,"Low","Low",-3.89,1,2132
"2278","Jail Inmate","Married",0.94386,1,"Low","Low",-3.92,1,2132
"2279","Jail Inmate","Single",0.94225,1,"Low","Medium",-1.75,5,2133
"2280","Jail Inmate","Single",0.93632,4,"High","High",-0.93,9,2134
"2281","Jail Inmate","Single",0.9305,2,"Medium","Medium",-1.61,6,2135
"2282","Jail Inmate","Single",0.94787,1,"Low","Low",-2.78,2,2136
"2283","Jail Inmate","Single",0.93307,3,"Medium with Override Consideration","Medium",-1.7,6,2137
"2284","Jail Inmate","Single",0.94072,3,"Medium with Override Consideration","Medium",-1.65,6,2138
"2285","Jail Inmate","Single",0.94886,1,"Low","Low",-3.97,1,2139
"2286","Pretrial Defendant","Single",0.93178,1,"Low","Low",-4.04,1,2140
"2287","Jail Inmate","Single",0.93331,1,"Low","Low",-2.97,1,2141
"2288","Jail Inmate","Single",0.94501,4,"High","High",-0.63,9,2142
"2289","Jail Inmate","Single",0.93659,1,"Low","Low",-2.26,3,2143
"2290","Jail Inmate","Divorced",0.94326,1,"Low","Low",-3.05,1,2144
"2291","Pretrial Defendant","Single",0.93462,4,"High","High",-1.06,8,2145
"2292","Pretrial Defendant","Single",0.94451,4,"High","High",-0.66,9,2146
"2293","Jail Inmate","Single",0.94604,4,"High","High",-0.71,9,2146
"2294","Jail Inmate","Single",0.93768,1,"Low","Low",-2.22,4,2147
"2295","Jail Inmate","Single",0.94542,3,"Medium with Override Consideration","Low",-2.39,3,2148
"2296","Pretrial Defendant","Single",0.94126,1,"Low","Low",-2.75,2,2149
"2297","Jail Inmate","Single",0.9467,3,"Medium with Override Consideration","Medium",-1.63,6,2150
"2298","Jail Inmate","Single",0.94807,4,"High","High",-1.15,8,2150
"2299","Jail Inmate","Single",0.93151,1,"Low","Low",-2.24,3,2151
"2300","Jail Inmate","Single",0.93916,1,"Low","Low",-3.19,1,2152
"2301","Jail Inmate","Single",0.94113,3,"Medium with Override Consideration","Medium",-1.76,5,2153
"2302","Jail Inmate","Single",0.93178,3,"Medium with Override Consideration","High",-1.22,8,2154
"2303","Pretrial Defendant","Single",0.93744,2,"Medium","Low",-2.25,3,2155
"2304","Jail Inmate","Single",0.9329,1,"Low","Low",-2.47,3,2156
"2305","Pretrial Defendant","Single",0.94968,1,"Low","Low",-2.03,4,2157
"2306","Jail Inmate","Single",0.94962,2,"Medium","Low",-2.44,3,2158
"2307","Jail Inmate","Single",0.93367,1,"Low","Low",-3.87,1,2159
"2308","Jail Inmate","Single",0.94405,2,"Medium","Medium",-1.47,7,2160
"2309","Jail Inmate","Single",0.93405,1,"Low","Low",-2.38,3,2161
"2310","Jail Inmate","Single",0.9308,1,"Low","Low",-2.29,3,2162
"2311","Jail Inmate","Single",0.93299,1,"Low","Low",-3.03,1,2163
"2312","Jail Inmate","Single",0.93935,1,"Low","Low",-3.82,1,2164
"2313","Jail Inmate","Single",0.93973,1,"Low","Low",-3.82,1,2164
"2314","Jail Inmate","Married",0.9308,1,"Low","Low",-2.98,1,2165
"2315","Jail Inmate","Married",0.94023,1,"Low","Low",-2.98,1,2165
"2316","Jail Inmate","Single",0.9335,3,"Medium with Override Consideration","Low",-2.39,3,2166
"2317","Jail Inmate","Single",0.94293,2,"Medium","Low",-2.58,2,2167
"2318","Pretrial Defendant","Single",0.93656,1,"Low","Low",-2.6,2,2168
"2319","Pretrial Defendant","Single",0.93938,1,"Low","Low",-2.6,2,2168
"2320","Jail Inmate","Single",0.93397,1,"Low","Low",-2.69,2,2169
"2321","Jail Inmate","Single",0.93342,4,"High","High",-0.96,9,2170
